Código,Descrição, Porte  ,Número de Auxiliares,Porte Anestésico,Filme m² 
31102557,Reimplante ureterointestinal laparoscópico unilateral, 11C ,2,6,
31102565,Ureterorrenolitotripsia rígida unilateral a laser, 10B ,1,6,
31102590,Refluxo vésico-ureteral - tratamento endoscópico - unilateral (com diretriz definida pela ANS - nº 122),9A,1,4,
31103014,Ampliação vesical, 11A ,2,5,
31103022,Bexiga psóica - tratamento cirúrgico, 8C ,2,3,
31103030,Biópsia endoscópica de bexiga (inclui cistoscopia), 3C ,1,2,
31103049,Biópsia vesical a céu aberto, 5B ,1,2,
31103057,Cálculo vesical - extração endoscópica, 5C ,1,5,
31103065,Cistectomia parcial, 9C ,1,4,
31103073,Cistectomia radical (inclui próstata ou útero), 11C ,2,6,
31103081,Cistectomia total, 10B ,2,5,
31103090,Cistolitotomia, 6A ,1,2,
31103103,Cistolitotripsia extracorpórea - 1ª sessão, 8A ,,3,
31103111,Cistolitotripsia extracorpórea - reaplicações (até 3 meses), 4C ,,3,
31103138,"Cistolitotripsia percutânea (U.S., E.H., E.C.)", 6C ,1,4,
31103146,"Cistolitotripsia transuretral (U.S., E.H., E.C.)", 6A ,1,3,
31103154,Cistoplastia redutora, 9B ,2,3,
31103162,Cistorrafia (trauma), 8A ,1,3,
31103170,Cistostomia cirúrgica, 5B ,1,2,
31103189,Cistostomia com procedimento endoscópico, 5B ,1,3,
31103197,Cistostomia por punção com trocater, 5B ,,1,
31103200,Colo de divertículo - ressecção endoscópica, 7C ,1,3,
31103219,Colo vesical - ressecção endoscópica, 6A ,1,3,
31103227,Corpo estranho - extração cirúrgica, 5B ,1,2,
31103235,Corpo estranho - extração endoscópica, 5C ,1,2,
31103243,Diverticulectomia vesical, 8B ,1,3,
31103251,Enterocistoplastia (ampliação vesical), 11A ,2,5,
31103260,Extrofia em cloaca - tratamento cirúrgico, 13C ,2,6,
31103278,Extrofia vesical - tratamento cirúrgico, 13A ,2,5,
31103286,Fístula vésico-cutânea - tratamento cirúrgico, 8C ,1,3,
31103294,Fístula vésico-entérica - tratamento cirúrgico, 9C ,2,4,
31103308,Fístula vésico-retal - tratamento cirúrgico, 9C ,2,4,
31103316,Fístula vésico-uterina - tratamento cirúrgico, 9C ,2,4,
31103324,Fístula vésico-vaginal - tratamento cirúrgico, 9C ,2,4,
31103332,"Incontinência urinária - ""sling"" vaginal ou abdominal ", 7C ,1,5,
31103340,Incontinência urinária - suspensão endoscópica de colo, 7A ,2,4,
31103359,Incontinência urinária - tratamento cirúrgico supra-púbico, 8B ,2,4,
31103367,Incontinência urinária - tratamento endoscópico (injeção), 3C ,2,4,
31103375,Incontinência urinária com colpoplastia anterior - tratamento cirúrgico (com ou sem uso de prótese), 9A ,2,4,
31103383,Pólipos vesicais - ressecção cirúrgica, 8A ,1,3,
31103391,Pólipos vesicais - ressecção endoscópica, 5B ,1,2,
31103405,Punção e aspiração vesical, 2C ,,1,
31103413,Reimplante uretero-vesical à Boari, 9C ,2,5,
31103430,Retenção por coágulo - aspiração vesical, 2B ,,1,
31103448,Tumor vesical - fotocoagulação a laser, 5B ,1,4,
31103456,Tumor vesical - ressecção endoscópica, 6A ,1,4,
31103464,Vesicostomia cutânea, 5B ,1,4,
31103472,Retirada endoscópica de duplo J, 3C ,,2,
31103480,Neobexiga cutânea continente, 11A ,3,7,
31103499,Neobexiga retal continente, 12B ,3,7,
31103502,Neobexiga uretral continente, 11A ,3,7,
31103529,Cistectomia parcial laparoscopica, 11B ,2,5,
31103537,Cistectomia radical laparoscopica (inclui prostata ou utero), 13B ,2,7,
31103561,Cistolitotripsia a laser, 7C ,1,5,
31103596,Tratamento da hiperatividade vesical: injeção intravesical de toxina butolínica (com diretriz definida pela ANS - nº 73), 5B ,1,3,
31104010,Abscesso periuretral - tratamento cirúrgico, 3A ,1,1,
31104029,Biópsia endoscópica de uretra, 3B ,1,1,
31104037,Corpo estranho ou cálculo - extração cirúrgica, 5B ,1,2,
31104045,Corpo estranho ou cálculo - extração endoscópica, 4C ,1,1,
31104053,Divertículo uretral - tratamento cirúrgico, 8A ,1,2,
31104061,Eletrocoagulação endoscópica, 4C ,1,2,
31104070,Esfincterotomia - uretra, 4A ,1,2,
31104088,Fístula uretro-cutânea - correção cirúrgica, 8A ,1,4,
31104096,Fístula uretro-retal - correção cirúrgica, 9C ,1,4,
31104100,Fístula uretro-vaginal - correção cirúrgica, 9C ,1,4,
31104118,Incontinência urinária masculina - tratamento cirúrgico (exclui implante de esfincter artificial), 9C ,1,4,
31104126,Injeções periuretrais (incluindo uretrocistocopia) por tratamento, 3C ,1,3,
31104134,Meatoplastia (retalho cutâneo), 6A ,1,3,
31104142,Meatotomia uretral, 3B ,,1,
31104150,Neouretra proximal (cistouretroplastia), 9C ,2,4,
31104169,Ressecção de carúncula, 3B ,,1,
31104177,Ressecção de válvula uretral posterior, 9B ,1,3,
31104185,Tumor uretral - excisão, 5B ,1,3,
31104193,Uretroplastia anterior, 8A ,1,3,
31104207,Uretroplastia posterior, 9C ,2,3,
31104215,Uretrostomia, 5B ,1,1,
31104223,Uretrotomia interna, 4B ,1,1,
31104231,Uretrotomia interna com prótese endouretral, 8A ,1,3,
31104240,Uretrectomia total, 8A ,1,3,
31104274,Incontinência urinária masculina sling (com diretriz definida pela ANS - nº 48) , 9C ,1,5,
31104282,Incontinência urinária masculina - esfincter artificial (com diretriz definida pela ANS - nº 48) , 9C ,1,5,
31104290,Retirada e/ou substituição de implante no tratamento da incontinência urinária masculina - esfincter artificial (com diretriz definida pela ANS - nº 48),7A,1,4,
31201024,Abscesso de próstata - drenagem, 6A ,1,2,
31201032,Biópsia prostática - até 8 fragmentos, 3B ,,1,
31201040,Biópsia prostática - mais de 8 fragmentos, 3C ,,2,
31201067,Hemorragia da loja prostática - evacuação e irrigação, 3C ,1,2,
31201075,Hemorragia da loja prostática - revisão endoscópica, 6B ,1,4,
31201091,Hipertrofia prostática - implante de prótese, 5B ,1,3,
31201105,Hipertrofia prostática - tratamento por dilatação, 3C ,1,3,
31201113,Prostatavesiculectomia radical, 11A ,2,6,
31201121,Prostatectomia a céu aberto, 10A ,2,5,
31201130,Ressecção endoscópica da próstata, 9B ,1,5,
31201148,Prostatavesiculectomia radical laparoscópica, 12C ,2,7,
31202012,Biópsia escrotal, 3B ,,1,
31202020,Drenagem de abscesso - escroto, 2B ,,1,
31202039,Elefantíase peno-escrotal - tratamento cirúrgico, 9A ,2,4,
31202047,Exérese de cisto escrotal, 3B ,1,1,
31202063,Reconstrução da bolsa escrotal com retalho inguinal pediculado - por estágio, 9B ,1,5,
31202071,Ressecção parcial da bolsa escrotal, 6A ,1,3,
31203019,Autotransplante de um testículo, 13A ,2,6,
31203027,Biópsia unilateral de testículo, 3B ,1,2,
31203035,Escroto agudo - exploração cirúrgica, 8A ,1,3,
31203043,Hidrocele unilateral - correção cirúrgica, 3C ,1,2,
31203051,Implante de prótese testicular unilateral, 5B ,1,2,
31203060,Orquidopexia unilateral, 8A ,1,3,
31203078,Orquiectomia unilateral, 6A ,1,2,
31203086,Punção da vaginal, 2B ,,1,
31203094,Reparação plástica (trauma), 7C ,1,3,
31203108,Torção de testículo - cura cirúrgica, 8A ,1,3,
31203116,Tumor de testículo - ressecção, 6A ,1,5,
31203124,Varicocele unilateral - correção cirúrgica, 6A ,1,2,
31203132,Orquidopexia laparoscópica unilateral, 10A ,1,5,
31204015,Biópsia de epidídimo, 3B ,1,1,
31204023,Drenagem de abscesso - epidídimo, 3B ,,1,
31204031,Epididimectomia unilateral, 3C ,1,2,
31204040,Epididimovasoplastia unilateral, 7B ,1,3,
31204058,Epididimovasoplastia unilateral microcirúrgica, 8A ,1,5,
31204066,Exérese de cisto unilateral, 3C ,1,1,
31205011,Espermatocelectomia unilateral, 3C ,1,1,
31205020,Exploração cirúrgica do deferente unilateral, 3C ,1,1,
31205038,Recanalização dos ductus deferentes (microcirurgia), 7B ,1,4,
31205046,Vasectomia unilateral (com diretriz definida pela ANS - nº 12), 3C ,1,1,
31205070,Cirurgia esterilizadora masculina (com diretriz definida pela ANS - nº 12) , 8A ,1,,
31206018,Amputação parcial, 8B ,1,2,
31206026,Amputação total, 8A ,1,4,
31206034,Biópsia peniana, 3B ,,1,
31206042,Doença de Peyronie - tratamento cirúrgico, 8B ,1,3,
31206050,Eletrocoagulação de lesões cutâneas, 2B ,,1,
31206069,Emasculação, 10A ,1,4,
31206077,Epispadia - reconstrução por etapa, 10B ,1,4,
31206085,Epispadia com incontinência - tratamento cirúrgico, 10C ,2,4,
31206093,Fratura de pênis - tratamento cirúrgico, 6A ,1,3,
31206107,Hipospadia - por estágio - tratamento cirúrgico, 9A ,1,4,
31206115,Hipospadia distal - tratamento em 1 tempo - tratamento cirúrgico, 9B ,1,4,
31206123,Hipospadia proximal - tratamento em 1 tempo - tratamento cirúrgico, 10B ,1,4,
31206140,Implante de prótese semi-rígida (exclui próteses infláveis), 6A ,1,4,
31206158,Neofaloplastia - por estágio, 9B ,2,4,
31206166,Neofaloplastia com retalho inguinal pediculado com reconstrução uretral - por estágio, 9B ,2,6,
31206174,Parafimose - redução manual ou cirúrgica, 3B ,,2,
31206182,Pênis curvo congênito - tratamento cirúrgico, 9B ,1,4,
31206190,Plástica - retalho cutâneo à distância, 8B ,2,5,
31206204,Plástica de corpo cavernoso, 8A ,1,4,
31206212,Plástica do freio bálano-prepucial, 3B ,1,1,
31206220,Postectomia, 4C ,1,2,
31206239,Priapismo - tratamento cirúrgico, 8A ,1,3,
31206247,Reconstrução de pênis com enxerto - plástica total, 8B ,1,5,
31206255,Reimplante do pênis, 14A ,2,6,
31206263,Revascularização peniana, 10B ,2,6,
31301010,Bartolinectomia unilateral, 4B ,1,1,
31301029,Biópsia de vulva, 2B ,,1,
31301037,"Cauterização química, ou eletrocauterização, ou criocauterização de lesões da vulva (por grupo de até 5 lesões)", 2B ,,0,
31301045,Clitorectomia (parcial ou total), 6A ,1,1,
31301053,Clitoroplastia, 6B ,1,4,
31301061,Excisão radical local da vulva (não inclui a linfadenectomia), 9A ,2,4,
31301070,Exérese de glândula de Skene, 3B ,1,1,
31301088,Exérese de lesão da vulva e/ou do períneo (por grupo de até 5 lesões), 2C ,,3,
31301096,Hipertrofia dos pequenos lábios - correção cirúrgica, 4C ,1,1,
31301100,Incisão e drenagem da glândula de Bartholin ou Skene, 2B ,,1,
31301118,Marsupialização da glândula de Bartholin, 3C ,1,1,
31301126,Vulvectomia ampliada (não inclui a linfadenectomia), 11B ,2,5,
31301134,Vulvectomia simples, 10B ,2,4,
31302017,Biópsia de vagina, 2B ,,1,
31302025,Colpectomia, 9C ,2,4,
31302033,Colpocleise (Lefort), 8B ,2,2,
31302041,Colpoplastia anterior, 7C ,2,2,
31302050,Colpoplastia posterior com perineorrafia, 7B ,2,3,
31302068,Colporrafia ou colpoperineoplastia incluindo ressecção de septo ou ressutura de parede vaginal, 8A ,2,3,
31302076,Colpotomia ou culdocentese, 3B ,1,1,
31302084,Exérese de cisto vaginal, 6B ,1,1,
31302092,Extração de corpo estranho com anestesia geral ou bloqueio, 3C ,,1,
31302106,Fístula ginecológica - tratamento cirúrgico, 9B ,1,4,
31302114,Himenotomia, 3B ,,1,
31302122,"Neovagina (cólon, delgado, tubo de pele)", 10B ,2,6,
31302130,"Cauterização química, ou eletrocauterização, ou criocauterização de lesões da vagina (por grupo de até 5 lesões)", 2B ,,0,
31303013,Aspiração manual intra-uterina (AMIU), 4A ,,2,
31303021,Biópsia do colo uterino, 2B ,,1,
31303030,Biópsia do endométrio, 2B ,,2,
31303056,Curetagem ginecológica semiótica e/ou terapêutica com ou sem dilatação de colo uterino, 4A ,,1,
31303064,Dilatação do colo uterino, 2A ,,1,
31303072,Excisão de pólipo cervical, 3A ,,1,
31303080,"Histerectomia subtotal com ou sem anexectomia, uni ou bilateral - qualquer via", 9C ,2,4,
31303102,Histerectomia total - via abdominal, 10A ,2,5,
31303110,Histerectomia total ampliada - qualquer via - (não inclui a linfadenectomia pélvica), 11B ,2,6,
31303129,Histerectomia total com anexectomia uni ou bilateral - qualquer via, 10B ,2,5,
31303137,Metroplastia (Strassmann ou outra técnica), 9A ,2,3,
31303145,Miomectomia uterina, 9A ,1,3,
31303153,"Traquelectomia - amputação, conização - (com ou sem cirurgia de alta frequência / CAF) ", 6B ,1,3,
31303161,Traquelectomia radical (não inclui a linfadenectomia), 10C ,2,4,
31303170,"Histeroscopia cirúrgica com biópsia e/ou curetagem uterina, lise de sinéquias, retirada de corpo estranho", 8A ,1,4,
31303188,"Histeroscopia com ressectoscópio para polipectomia, metroplastia, endometrectomia e ressecção de sinéquias", 8B ,1,4,
31303196,"Cauterização química, ou eletrocauterização, ou criocauterização de lesões de colo uterino (por sessão)", 2B ,,0,
31303200,"Histerectomia subtotal laparoscopica com ou sem anexectomia, uni ou bilateral (via alta)", 10C ,2,5,
31303218,Histerectomia total laparoscopica, 11B ,2,6,
31303226,Histerectomia total laparoscopica ampliada, 12C ,2,7,
31303234,Histerectomia total laparoscopica com anexectomia uni ou bilateral, 12A ,2,6,
31303250,Miomectomia uterina laparoscopica, 10C ,1,5,
31303269,Implante de dispositivo intra-uterino (DIU) não hormonal, 4A ,,,
31303285,Histerectomia puerperal,10A,2,5,
31303293,Implante de dispositivo intra-uterino (DIU) hormonal - inserção, 4A ,,,
31303307,Retirada de DIU por histeroscopia,8A,1,4,
31303315,Curetagem uterina pós-parto, 4A ,,0,
31303323,Histerectomia pós-parto, 9C ,2,4,
31304010,Cirurgia de esterilização feminina (laqueadura tubárica convencional) (com diretriz definida pela ANS - nº 11), 8A ,1,3,
31304028,Neossalpingostomia distal, 9A ,1,5,
31304036,"Recanalização tubária (qualquer técnica), uni ou bilateral (com microscópio ou lupa)", 9A ,1,4,
31304044,Salpingectomia uni ou bilateral, 7C ,1,3,
31304052,Cirurgia de esterilização feminina (laqueadura tubárica laparoscópica) (com diretriz definida pela ANS - nº 11), 8A ,1,5,
31304060,Neossalpingostomia distal laparoscópica,10A,1,6,
31304079,Recanalização tubária laparoscópica uni ou bilateral,10C,1,5,
31304087,Salpingectomia uni ou bilateral laparoscópica, 9A ,1,5,
31305016,Ooforectomia uni ou bilateral ou ooforoplastia uni ou bilateral, 7C ,1,3,
31305024,Translocação de ovários, 8C ,1,5,
31305032,Ooforectomia laparoscópica uni ou bilateral ou ooforoplastia uni ou bilateral, 9A ,1,5,
31306012,Correção de defeito lateral , 9C ,2,4,
31306020,Correção de enterocele, 9C ,2,4,
31306039,Correção de rotura perineal de III  grau  (com lesão  do  esfincter)  e  reconstituição  por  plástica - qualquer técnica, 10B ,2,3,
31306047,Perineorrafia (não obstétrica) e/ou episiotomia e/ou episiorrafia, 5B ,1,1,
31306055,Reconstrução perineal com retalhos miocutâneos, 9B ,1,6,
31306063,Ressecção de tumor do septo reto-vaginal, 9C ,2,5,
31306071,Seio urogenital - plástica, 8C ,2,4,
31307019,Câncer de ovário (Debulking), 12A ,2,4,
31307027,Cirurgia (via alta  ou  baixa)  do  prolápso  de  cúpula  vaginal (fixação  sacral  ou  no  ligamento sacro-espinhoso) qualquer técnica, 9C ,2,3,
31307035,"Culdoplastia (Mac Call, Moschowicz, etc.)", 9C ,2,3,
31307043,Endometriose peritonial - tratamento cirúrgico, 8A ,2,4,
31307051,Epiploplastia ou aplicação de membranas antiaderentes, 7C ,1,3,
31307060,Laparoscopia ginecológica com ou sem biópsia (inclui a cromotubagem), 8A ,1,4,
31307078,Liberação de aderências pélvicas com ou sem ressecção de cistos peritoniais ou salpingólise, 6A ,1,4,
31307086,Ligadura de veia ovariana, 5B ,1,3,
31307094,Ligamentopexia pélvica, 8A ,1,5,
31307108,Neurectomia pré-sacral ou do nervo gênito-femoral, 5B ,1,4,
31307116,Omentectomia, 7C ,2,3,
31307124,Ressecção de tumor de parede abdominal pélvica, 8B ,1,4,
31307132,Ressecção ou ligadura de varizes pélvicas, 8A ,1,4,
31307140,Secção de ligamentos útero-sacros, 5B ,1,4,
31307159,Cancer de ovario (Debulking) laparoscopica,13A,2,6,
31307167,Cirurgia laparoscopica do prolapso de cupula vaginal (fixacao sacral ou no ligamento sacro-espinhoso),10C,2,5,
31307183,Endometriose peritoneal - tratamento cirurgico via laparoscopica, 9B ,2,5,
31307205,Liberacao laparoscopica de aderencias pelvicas com ou sem resseccao de cistos peritoneais ou salpingolise, 7A ,1,5,
31307221,Ligamentopexia pelvica laparoscopica, 9B ,1,6,
31307248,Omentectomia laparoscopica, 9C ,2,5,
31307264,Ressecção ou ligadura laparoscópica de varizes pélvicas, 9C ,1,5,
31307272,Secção laparoscópica de ligamentos útero-sacros, 6B ,1,5,
31309011,Amniorredução ou amnioinfusão, 3B ,,0,
31309020,Aspiração manual intra-uterina (AMIU) pós-abortamento, 4A ,,2,
31309038,"Assistência ao trabalho de parto, por hora (até o limite de 6 horas). Não deverá ser considerado se o parto ocorrer na primeira hora após o início da assistência. Após a primeira hora, além da assistência, remunera-se o parto (via baixa ou cesariana)", 3C ,,2,
31309046,Cerclagem do colo uterino via vaginal, 4C ,1,2,
31309054,Cesariana  (com diretriz definida pela ANS - nº 145), 8B ,1,5,
31309062,Curetagem pós-abortamento, 4A ,,2,
31309089,Gravidez  ectópica - cirurgia, 8A ,1,4,
31309097,Maturação cervical para indução de abortamento ou de trabalho de parto, 4C ,1,5,
31309100,Inversão uterina aguda - redução manual , 3B ,,3,
31309119,Inversão uterina - tratamento cirúrgico, 9B ,1,3,
31309127,Parto (via vaginal), 8C ,,5,
31309135,Parto múltiplo (cada um subsequente ao inicial), 4C ,1,3,
31309151,"Revisão obstétrica de parto ocorrido fora do hospital (inclui exame, dequitação e sutura de lacerações até de 2º grau)", 5B ,,2,
31309178,Versão cefálica externa, 4C ,,0,
31309186,Gravidez ectopica - cirurgia laparoscopica, 9B ,1,5,
31309208,Cesariana com histerectomia (com diretriz definida pela ANS - nº 145) ,11A,2,5,
31309232,Intervenção do obstetra na cirurgia fetal a céu aberto,8A,1,5,
31401015,Biópsia estereotáxica de encéfalo, 10A ,2,5,
31401031,Cirurgia intracraniana por via endoscópica, 11A ,1,7,
31401040,Craniotomia para remoção de corpo estranho, 11C ,2,5,
31401058,Derivação ventricular externa, 5C ,1,5,
31401066,"Drenagem estereotáxica - cistos, hematomas ou abscessos", 10A ,2,6,
31401074,Hipofisectomia por qualquer método, 11B ,2,6,
31401082,Implante de cateter intracraniano, 8A ,1,5,
31401090,Implante de eletrodo cerebral profundo (com diretriz definida pela ANS - nº 38), 8A ,1,6,
31401104,Implante de eletrodos cerebral ou medular (com diretriz definida pela ANS - nº 37) , 10A ,2,6,
31401112,Implante estereotaxico de cateter para braquiterapia, 10A ,2,6,
31401120,Implante intratecal de bombas para infusao de farmacos (com diretriz definida pela ANS - nº 45) , 8C ,2,5,
31401139,Localização estereotáxica de corpo estranho intracraniano com remoção, 10A ,2,5,
31401147,Localização estereotáxica de lesões intracranianas com remoção, 10A ,1,5,
31401155,Microcirurgia para tumores intracranianos, 14A ,2,7,
31401163,Microcirurgia por via transesfenoidal, 11A ,2,7,
31401171,Microcirurgia vascular intracraniana, 14A ,2,7,
31401198,Punção subdural ou ventricular transfontanela, 2B ,,3,
31401201,Ressecção de mucocele frontal, 8B ,2,5,
31401228,Revisão de sistema de neuroestimulação, 3C ,,3,
31401236,Sistema de derivação ventricular interna com válvulas ou revisões, 10B ,2,6,
31401244,Terceiro ventriculostomia, 9C ,2,4,
31401252,Tratamento cirurgico da epilepsia (com diretriz definida pela ANS - nº 72) , 11C ,2,6,
31401260,Tratamento cirúrgico da fístula liquórica, 10C ,2,6,
31401279,Tratamento cirúrgico da meningoencefalocele, 10B ,2,6,
31401287,Tratamento cirúrgico de tumores cerebrais sem microscopia, 10B ,2,7,
31401295,Tratamento cirúrgico do abscesso encefálico, 11C ,2,5,
31401309,Tratamento cirúrgico do hematoma intracraniano, 11C ,2,5,
31401333,Tratamento pré-natal das hidrocefalias e cistos cerebrais, 9A ,2,6,
31401341,Acesso endoscópico ao tratamento cirúrgico dos tumores da região selar, 8A ,1,4,
31401350,Implantação de halo para radiocirurgia, 10A ,2,5,
31401368,Craniectomia para tumores cerebelares,9A,2,4,
31401376,Craniotomia exploradora com ou sem biópsia,7C,2,4,
31401430,Implante intracerebroventricular de bomba de infusão de fármacos,8C,2,5,
31402011,Cordotomia-mielotomias por radiofrequencia (com diretriz definida pela ANS - nº 17) , 10A ,2,6,
31402020,Lesao de substancia gelatinosa medular (DREZ) por radiofrequencia (com diretriz definida pela ANS - nº 55) , 10B ,2,6,
31402038,Tampão sanguíneo peridural para tratamento de cefaléia após punção (não indicada na profilaxia da cefaléia), 3C ,,2,
31403018,Biópsia de nervo, 3C ,1,1,
31403026,Bloqueio de nervo periférico - nervos periféricos, 3B ,1,2,
31403034,Denervação percutânea de faceta articular - por segmento, 9C ,1,4,
31403042,Enxerto de nervo, 8B ,2,4,
31403050,"Enxerto de nervo interfascicular, pediculado (1º estágio)", 11A ,1,6,
31403069,"Enxerto de nervo interfascicular, pediculado (2º estágio)", 11A ,1,6,
31403077,Enxerto interfascicular de nervo vascularizado, 12C ,3,6,
31403085,Enxerto interfascicular, 9A ,1,5,
31403093,Enxerto para reparo de 2 ou mais nervos, 9B ,3,5,
31403107,Excisão de tumores de nervos periféricos com enxerto interfascicular, 9B ,1,5,
31403115,Excisão de tumores dos nervos periféricos, 7C ,1,4,
31403123,Exploração cirúrgica de nervo (neurólise externa), 5B ,1,3,
31403131,Extirpação de neuroma, 4A ,1,2,
31403140,Implante de gerador para neuroestimulação (com diretriz definida pela ANS - nº 39) , 8A ,1,2,
31403158,Lesão de nervos associada à lesão óssea - tratamento cirúrgico, 8C ,1,3,
31403166,Lesão estereotáxica de estruturas profundas para tratamento da dor ou movimento anormal, 10B ,2,6,
31403174,"Microcirurgia do plexo braquial com a exploração, neurólise e enxertos interfasciculares para reparo das lesões", 13A ,2,7,
31403182,Microcirurgia do plexo braquial com exploração e neurólise, 12C ,2,5,
31403204,Microneurólise intraneural ou intrafascicular de um nervo, 7C ,1,4,
31403212,Microneurólise intraneural ou intrafascicular de dois ou mais nervos, 8B ,1,4,
31403220,Microneurólise múltiplas, 8B ,1,4,
31403239,Microneurólise única, 6A ,1,3,
31403255,Microneurorrafia de dedos da mão, 8B ,2,4,
31403263,Microneurorrafia múltipla (plexo nervoso), 12B ,2,5,
31403271,Microneurorrafia única , 8A ,1,4,
31403280,Neurólise das síndromes compressivas, 6C ,1,3,
31403298,Neurotripsia (cada extremidade), 3B ,2,2,
31403301,Reposição de fármaco(s) em bombas implantadas , 1B ,,3,
31403310,Ressecção de neuroma, 4A ,2,3,
31403328,Revisão de sistema implantados para infusão de fármacos, 6A ,,3,
31403336,Rizotomia percutânea por segmento - qualquer método (com diretriz definida pela ANS - nº 62), 10C ,1,5,
31403344,Simpatectomia, 9B ,1,5,
31403352,Transposição de nervo, 10A ,1,2,
31403360,"Tratamento microcirúrgico das neuropatias compressivas (tumoral, inflamatório, etc)", 8B ,2,5,
31403379,Simpatectomia por videotoracoscopia, 10B ,1,6,
31403387,Neurotomia,7B,2,6,
31404014,Descompressão vascular de nervos cranianos, 11A ,2,6,
31404022,Neurotomia seletiva do trigêmio, 10A ,2,6,
31404030,"Tratamento de nevralgia do trigêmeo por técnica percutânea - qualquer método (quando orientado por imagem, cobrar código correspondente) (com diretriz definida pela ANS - nº 62)", 10A ,1,4,
31405010,Bloqueio do sistema nervoso autônomo, 6A ,1,2,
31405029,Tratamento cirúrgico de lesão do sistema nervoso autônomo - qualquer método, 3C ,1,2,
31405037,Tratamento cirúrgico da síndrome do desfiladeiro cérvico torácico, 9B ,2,5,
31501010,Transplante penetrante da córnea, 10B ,1,5,
31501028,Retirada para transplante - córnea, 7B ,,,
31505015,Transplante hepatico (receptor),14C,3,8,
31505023,Transplante hepatico (doador), 12C ,3,8,
31506011,Transplante renal (receptor e doador vivo ou doador falecido), 14A ,2,7,
31506038,Nefrectomia em doador vivo - para transplante, 11A ,2,5,
31506046,Nefrectomia laparoscopica em doador vivo - para transplante, 12C ,2,6,
31601014,Acupuntura por sessão, 2C ,,0,
31602029,Analgesia por dia subsequente. Acompanhamento de analgesia por cateter peridural,,,1,
31602037,Anestesia geral ou condutiva para realização de bloqueio neurolítico,,,4,
31602045,Bloqueio anestésico de nervos cranianos, 3C ,,2,
31602053,Bloqueio anestésico de plexo celíaco, 3C ,,2,
31602061,Bloqueio anestésico de simpático lombar, 3C ,,2,
31602070,Bloqueio anestésico simpático, 4C ,,3,
31602088,Bloqueio de articulação têmporo-mandibular , 3C ,,2,
31602096,Bloqueio de gânglio estrelado com anestésico local, 3C ,,2,
31602100,Bloqueio de gânglio estrelado com neurolítico, 6B ,,4,
31602118,Bloqueio de nervo periférico - bloqueios anestésicos de nervos e estímulos neurovasculares, 3A ,,1,
31602126,Bloqueio facetário para-espinhoso, 4C ,,3,
31602134,Bloqueio neurolítico de nervos cranianos ou cérvico-torácico, 6B ,,4,
31602142,"Bloqueio neurolítico do plexo celíaco, simpático lombar ou torácico", 6B ,,4,
31602150,Bloqueio neurolítico peridural ou subaracnóideo, 6B ,,4,
31602169,Bloqueio peridural ou subaracnóideo com corticóide, 3C ,,2,
31602177,Bloqueio simpático por via venosa, 3A ,,1,
31602185,Estimulação elétrica transcutânea (com diretriz definida pela ANS- nº 24) , 3A ,,,
31602207,"Instalação de bomba de infusão para analgesia em dor aguda ou crônica, por qualquer via",,,3,
31602223,Passagem de catéter peridural ou subaracnóideo com bloqueio de prova, 3C ,,2,
31602231,Anestesia para endoscopia diagnóstica,,,2,
31602240,Anestesia para endoscopia intervencionista ,,,3,
31602258,Anestesia para exames radiológicos de angiorradiologia ,,,3,
31602266,Anestesia para exames de ultrassonografia ,,,2,
31602274,Anestesia para exames de tomografia computadorizada ,,,2,
31602282,Anestesia para exames de ressonância magnética ,,,3,
31602290,Anestesia para procedimentos de radioterapia ,,,3,
31602304,"Anestesia para exames específicos, teste para diagnóstico e outros procedimentos diagnósticos ",,,1,
31602312,Anestesia para procedimentos clínicos ambulatoriais e hospitalares ,,,1,
31602320,Anestesia para procedimentos de medicina nuclear,,,2,
31602339,"Bloqueio anestésico de plexos nervosos (lombossacro, braquial, cervical) para tratamento de dor", 3C ,,2,
40202011,Aritenoidectomia microcirúrgica endoscópica, 8B ,,,
40202046,Biópsias por laparoscopia, 6A ,1,,
40202054,Broncoscopia com biópsia transbrônquica com acompanhamento radioscópico , 6A ,,,
40202062,Cecostomia , 7C ,1,,
40202089,Colagem de fistula por via endoscopica, 5B ,,,
40202097,Colocação de cânula sob orientação endoscópica, 5A ,,,
40202100,Colocação de cateter para braquiterapia endobrônquica, 4C ,,,
40202119,Colocação de prótese coledociana por via endoscópica , 10B ,1,,
40202127,Colocação de prótese traqueal ou brônquica , 8A ,,,
40202143,Descompressão colônica por colonoscopia , 9B ,,,
40202151,Desobstrução brônquica com laser ou eletrocautério , 7B ,,,
40202160,Desobstrução brônquica por broncoaspiração , 4C ,,,
40202178,Dilatação de estenose laringo-traqueo-brônquica , 6A ,,,
40202186,"Dilatação instrumental do esôfago, estômago ou duodeno ", 5B ,,,
40202194,Dilatação instrumental e injeção de substância medicamentosa por endoscopia, 6A ,,,
40202208,Diverticulotomia - aparelho digestivo , 9B ,1,,
40202216,Drenagem cavitária por laparoscopia, 6A ,1,,
40202240,Ecoendoscopia com punção por agulha , 9C ,1,,
40202259,"Esclerose de varizes de esôfago, estômago ou duodeno ", 6C ,,,
40202267,Estenostomia endoscópica , 9B ,1,,
40202283,Gastrostomia endoscópica , 6A ,1,,
40202291,"Hemostasia mecânica do esôfago, estômago ou duodeno ", 6C ,,,
